0.269,-0.0000488
0.378,-0.0000237
0.417,-0.0000168
0.493,-0.0000066
0.68,0.0000035
0.786,0.0000047
0.806,0.0000049
0.923,0.0000052
1.054,0.0000053
1.134,0.0000054
1.264,0.0000054
1.46,0.0000055
1.62,0.0000056
2.19,0.0000057
2.43,0.0000058
2.57,0.0000058
2.69,0.0000058
2.9,0.0000058
