498,3379
499,3598
500,3506
501,3467
502,3527
503,3454
504,3501
505,3480
506,3491
507,3460
508,3453
509,3470
510,3609
511,3404
512,3528
513,3498
514,3303
515,3541
516,3416
517,3450
518,3472
519,3424
520,3353
521,3407
522,3484
523,3401
524,3521
525,3364
526,3426
527,3524
528,3545
529,3558
530,3508
531,3497
532,3465
533,3485
534,3534
535,3502
536,3456
537,3404
538,3450
539,3412
540,3416
541,3333
542,3508
543,3440
544,3374
545,3436
546,3375
547,3308
548,3491
549,3438
550,3428
551,3420
552,3399
553,3456
554,3374
555,3336
556,3387
557,3343
558,3411
559,3343
560,3419
561,3316
562,3298
563,3260
564,3337
565,3296
566,3288
567,3212
568,3233
569,3113
570,3230
571,3122
572,2991
573,2938
574,2912
575,2789
576,2879
577,2723
578,2659
579,2615
580,2561
581,2507
582,2508
583,2555
584,2543
585,2530
586,2451
587,2556
588,2557
589,2641
590,2578
591,2711
592,2730
593,2948
594,2883
595,3009
596,3067
597,3015
598,3100
599,3006
600,3182
601,3260
602,3232
603,3288
604,3170
605,3291
606,3276
607,3236
608,3215
609,3319
610,3317
611,3382
612,3360
613,3359
614,3303
615,3351
616,3400
617,3303
618,3348
619,3311
620,3285
621,3332
622,3467
623,3353
624,3418
625,3370
626,3273
627,3271
628,3466
629,3260
630,3318
631,3338
632,3252
633,3162
634,3127
635,3182
636,3212
637,3109
638,3134
639,3073
640,3134
641,2999
642,2938
643,2873
644,2892
645,2692
646,2710
647,2665
648,2619
649,2591
650,2455
651,2614
652,2437
653,2577
654,2450
655,2539
656,2597
657,2573
658,2662
659,2734
660,2684
661,2763
662,2921
663,2914
664,2999
665,2934
666,3083
667,3084
668,2997
669,3191
670,3139
671,3376
672,3251
673,3266
674,3253
675,3282
676,3316
677,3368
678,3313
679,3381
680,3293
681,3361
682,3293
683,3332
684,3316
685,3373
686,3323
687,3400
688,3176
689,3372
690,3415
691,3411
692,3363
693,3464
694,3361
695,3365
696,3253
697,3377
698,3321
699,3307
700,3399
701,3266
702,3241
703,3259
704,3335
705,3325
706,3195
707,3275
708,3108
709,3178
710,3216
711,3179
712,3147
713,3011
714,2977
715,2869
716,2799
717,2650
718,2696
719,2631
720,2651
721,2636
722,2565
723,2539
724,2670
725,2657
726,2823
727,2861
728,2942
729,2929
730,2944
731,2942
732,3056
733,2961
734,3115
735,3197
736,3119
737,3164
738,3109
739,3079
740,3163
741,3106
742,3184
743,3228
744,2979
745,3022
746,3119
747,3027
748,3062
749,3044
750,3082
751,3121
752,3190
753,3174
754,3194
755,3100
756,3160
757,3138
758,3169
759,3221
760,3096
761,3136
762,3214
763,3161
764,3075
765,3006
766,2957
767,2742
768,2788
769,2758
770,2748
771,2698
772,2748
773,2582
774,2721
775,2650
776,2632
777,2706
778,2779
779,2871
780,2939
781,2945
782,3079
783,3105
784,3165
785,3168
786,3352
787,3260
788,3326
789,3262
790,3335
791,3321
792,3219
793,3362
794,3361
795,3297
796,3349
797,3358
798,3389
799,3329
800,3349
801,3473
802,3324
803,3381
804,3417
805,3436
806,3378
807,3546
808,3358
809,3401
810,3290
811,3321
812,3378
813,3355
814,3347
815,3220
816,3333
817,3232
818,3388
819,3324
820,3250
821,3205
822,3216
823,3339
824,3293
825,3165
826,3202
827,3178
828,3143
829,3141
830,3041
831,3032
832,2928
833,2924
834,2877
835,2770
836,2699
837,2736
838,2691
839,2608
840,2562
841,2618
842,2558
843,2628
844,2483
845,2595
846,2499
847,2481
848,2655
849,2589
850,2665
851,2659
852,2706
853,2854
854,2826
855,2881
856,2977
857,3021
858,3102
859,3031
860,3146
861,3112
862,3142
863,3241
864,3226
865,3256
866,3308
867,3269
868,3282
869,3290
870,3296
871,3216
872,3293
873,3264
874,3272
875,3374
876,3308
877,3362
878,3360
879,3316
880,3356
881,3391
882,3204
883,3243
884,3282
885,3338
886,3384
887,3349
888,3354
889,3339
890,3358
891,3311
892,3334
893,3205
894,3219
895,3176
896,3326
897,3228
898,3215
899,3148
900,3146
901,3177
902,3169
903,3066
904,3031
905,2940
906,2906
907,2987
908,2839
909,2848
910,2680
911,2651
912,2596
913,2701
914,2596
915,2594
916,2569
917,2517
918,2526
919,2532
920,2483
921,2602
922,2587
923,2680
924,2609
925,2700
926,2821
927,2881
928,2939
929,3011
930,2958
931,3063
932,3026
933,3017
934,3104
935,3187
936,3204
937,3179
938,3202
939,3422
940,3190
941,3235
942,3339
943,3272
944,3250
945,3269
946,3275
947,3345
948,3335
949,3316
950,3324
951,3354
952,3397
953,3404
954,3411
955,3455
956,3449
957,3389
958,3442
959,3457
960,3415
961,3472
962,3433
963,3522
964,3379
965,3337
966,3467
967,3468
968,3445
969,3351
970,3502
971,3501
972,3451
973,3489
974,3456
975,3332
976,3440
977,3422
978,3420
979,3507
980,3499
981,3507
982,3408
983,3341
984,3472
985,3465
986,3416
987,3442
988,3472
989,3476
990,3452
991,3562
992,3553
993,3505
994,3566
995,3469
996,3458
997,3507
998,3521
999,3496
1000,3402
1001,3379
1002,3522
1003,3435
1004,3526
1005,3429
1006,3460
1007,3453
1008,3452
1009,3518
1010,3487
1011,3498
1012,3471
1013,3531
1014,3410
1015,3474
1016,3515
1017,3477
1018,3592
1019,3510
1020,3470
1021,3489
1022,3480
1023,3480
