4.96E-03,8.00E+00
9.94E-03,6.60E+00
1.49E-02,5.20E+00
2.00E-02,4.40E+00
2.50E-02,3.80E+00
3.00E-02,3.20E+00
3.50E-02,3.00E+00
4.00E-02,2.80E+00
4.50E-02,2.40E+00
5.00E-02,2.20E+00
5.50E-02,2.00E+00
6.00E-02,1.80E+00
