1.02E-01,12.5,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.7,,,
1.02E-01,12.7,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.5,,,
1.02E-01,12.5,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,12.3,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.23E+01,,,
1.02E-01,1.23E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.21E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.19E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.17E+01,,,
1.02E-01,1.15E+01,,,
1.02E-01,1.15E+01,,,
1.02E-01,1.15E+01,,,
1.02E-01,1.15E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.13E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,1.11E+01,,,
1.02E-01,11.1,,,
1.02E-01,10.9,,,
1.02E-01,10.9,,,
1.02E-01,11.1,,,
1.02E-01,11.1,,,
1.02E-01,10.9,,,
1.02E-01,10.9,,,
1.02E-01,10.9,,,
1.02E-01,10.9,,,
1.02E-01,10.7,,,
1.02E-01,10.7,,,
1.02E-01,10.7,,,
1.02E-01,10.7,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.3,,,
1.02E-01,10.3,,,
1.02E-01,10.5,,,
1.02E-01,10.5,,,
1.02E-01,10.3,,,
1.02E-01,10.3,,,
1.02E-01,10.3,,,
1.02E-01,10.3,,,
1.02E-01,10.1,,,
1.02E-01,10.1,,,
1.02E-01,10.1,,,
1.02E-01,10.1,,,
1.02E-01,10.1,,,
1.02E-01,10.1,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.9,,,
1.02E-01,9.7,,,
1.02E-01,9.7,,,
1.02E-01,9.7,,,
1.02E-01,9.7,,,
1.02E-01,9.7,,,
1.02E-01,9.7,,,
1.02E-01,9.3,,,
1.02E-01,9.3,,,
1.02E-01,9.3,,,
1.02E-01,9.3,,,
1.02E-01,9.5,,,
1.02E-01,9.5,,,
1.02E-01,9.1,,,
1.02E-01,9.1,,,
1.02E-01,9.5,,,
1.02E-01,9.5,,,
1.02E-01,9.3,,,
1.02E-01,9.3,,,
1.02E-01,9.1,,,
1.02E-01,9.1,,,
1.02E-01,9.1,,,
1.02E-01,9.1,,,
1.02E-01,9.3,,,
